id,fecha,cliente,segmento,monto,activo
663,2025-01-13,luis,a,1994.04,True
664,2025-03-15,sofia,b,2154.26,True
665,2025-08-07,sofia,a,4403.09,True
666,2025-09-11,carlos,c,1388.19,True
667,2025-07-03,laura,a,4474.03,True
668,2025-11-11,diego,d,2158.56,True
669,2025-12-02,sofia,a,1672.65,True
670,2025-02-18,diego,d,2537.43,True
671,2025-12-14,laura,d,2117.83,False
672,2025-08-13,sofia,d,1323.99,True
673,2025-08-21,marta,d,2538.26,True
674,2025-02-04,laura,a,801.42,False
675,2025-08-15,diego,d,1792.05,True
676,2025-09-22,jose,c,2850.66,True
677,2025-07-31,luis,d,2096.37,False
678,2025-01-31,carlos,d,4128.37,True
679,2025-07-10,jose,c,1320.77,True
680,2025-12-08,sofia,b,4850.37,True
681,2025-09-22,jose,a,3934.37,False
682,2025-02-20,ana,a,4839.59,True
683,2025-12-17,ana,b,4198.78,True
684,2025-12-16,laura,d,753.41,True
685,2025-03-03,marta,c,2655.98,True
686,2025-10-20,sofia,b,891.39,True
687,2025-05-29,carlos,a,4100.23,True
688,2025-08-05,carlos,c,2941.6,False
689,2025-06-12,jose,c,1354.07,True
690,2025-10-13,ana,d,4651.51,True
691,2025-12-30,laura,c,620.17,True
692,2025-10-18,jose,c,2841.12,True
693,2025-12-06,diego,d,3619.15,True
694,2025-12-12,carlos,b,341.3,True
695,2025-02-02,luis,d,3009.39,True
696,2025-04-03,diego,b,4088.71,True
697,2025-09-21,carlos,a,384.26,True
698,2025-08-04,luis,b,2585.6,True
699,2025-01-19,marta,a,1329.86,True
700,2025-02-04,jose,a,3331.48,False
701,2025-07-09,marta,d,637.45,True
702,2025-08-13,luis,d,4688.4,False
703,2025-03-03,diego,a,4478.91,False
704,2025-03-04,luis,d,970.57,True
705,2025-02-17,jose,a,1650.17,False
706,2025-07-26,laura,b,2958.79,True
707,2025-01-03,jose,c,3604.41,True
708,2025-07-28,jose,b,2241.15,True
709,2025-06-23,luis,c,823.64,True
710,2025-06-20,luis,d,565.55,True
711,2025-09-05,marta,a,4998.84,True
712,2025-07-10,carlos,a,2303.99,True
713,2025-09-23,jose,d,4369.03,True
714,2025-10-06,diego,c,2437.76,True
715,2025-12-02,diego,c,4615.67,True
716,2025-10-19,jose,b,484.41,True
717,2025-07-08,diego,b,614.39,True
718,2025-06-29,carlos,c,4651.68,True
719,2025-03-28,carlos,c,4740.09,True
720,2025-08-07,sofia,a,1607.85,True
721,2025-02-20,ana,c,1808.07,True
722,2025-12-06,diego,c,2289.63,False
723,2025-11-05,diego,a,2110.0,True
724,2025-02-13,diego,b,990.72,True
725,2025-10-14,sofia,d,4496.96,True
726,2025-02-12,laura,c,1303.87,False
727,2025-09-21,jose,a,3541.1,True
728,2025-02-02,sofia,a,382.42,True
729,2025-06-28,carlos,c,241.82,True
730,2025-08-29,ana,b,3285.97,True
731,2025-09-24,laura,d,1728.13,True
732,2025-06-02,jose,c,3294.52,True
733,2025-12-03,diego,d,515.4,True
734,2025-10-10,laura,a,4751.76,True
735,2025-03-18,laura,b,3755.15,True
736,2025-09-02,laura,a,4387.52,True
737,2025-09-24,sofia,c,725.53,False
738,2025-05-02,ana,a,1634.8,True
739,2025-09-27,ana,b,1873.3,True
740,2025-11-24,luis,b,2709.0,True
741,2025-10-26,carlos,a,1519.5,False
742,2025-10-06,diego,a,350.12,True
743,2025-08-20,carlos,c,1875.95,False
744,2025-04-09,ana,d,1310.02,True
745,2025-10-18,luis,a,1960.31,True
746,2025-05-13,jose,b,1024.95,True
747,2025-07-14,jose,a,1346.39,True
748,2025-04-25,carlos,d,3153.41,False
749,2025-04-25,laura,b,1971.36,False
750,2025-02-27,diego,d,1759.65,True
751,2025-12-17,jose,a,2692.83,False
752,2025-02-23,jose,a,3870.71,True
753,2025-02-01,diego,c,1925.4,True
754,2025-12-08,carlos,c,2958.22,True
755,2025-07-22,diego,d,4832.7,True
756,2025-06-09,marta,d,2633.8,False
757,2025-09-27,marta,d,4553.5,True
758,2025-05-20,sofia,c,3978.68,True
759,2025-02-16,sofia,b,340.66,True
760,2025-09-24,sofia,b,2174.04,True
761,2025-03-06,carlos,a,3506.68,True
762,2025-07-21,carlos,b,4934.22,True
763,2025-12-13,ana,b,2318.96,True
764,2025-12-08,sofia,a,509.29,True
765,2025-05-12,sofia,a,2831.95,True
766,2025-10-12,jose,c,676.49,True
767,2025-08-12,sofia,b,3770.02,True
768,2025-06-24,carlos,d,2563.0,True
769,2025-02-21,ana,b,3630.99,False
770,2025-05-18,luis,d,4353.34,True
771,2025-08-26,marta,c,3163.29,False
772,2025-12-27,carlos,a,3081.57,True
773,2025-01-02,marta,a,3785.12,True
774,2025-09-19,carlos,c,4220.15,True
775,2025-11-05,laura,c,4351.82,True
776,2025-12-14,luis,b,230.33,False
777,2025-06-04,marta,c,2803.14,True
778,2025-02-13,luis,d,1120.53,True
779,2025-04-09,marta,b,4308.71,True
780,2025-11-07,diego,a,3259.57,True
781,2025-11-17,ana,b,2130.1,True
782,2025-08-21,marta,d,981.12,True
783,2025-02-14,ana,d,1728.17,True
784,2025-02-14,jose,d,3533.7,True
785,2025-06-24,diego,d,1061.58,True
786,2025-08-03,luis,a,513.24,True
787,2025-01-12,luis,b,4445.74,True
788,2025-09-08,ana,a,3832.84,True
789,2025-07-18,carlos,a,1038.98,True
790,2025-01-05,laura,d,1496.94,True
791,2025-02-04,sofia,d,4861.75,True
792,2025-06-15,jose,a,3555.51,True
793,2025-09-21,marta,c,3072.08,True
794,2025-10-29,marta,c,1572.76,True
795,2025-06-07,carlos,a,1530.67,True
796,2025-04-18,luis,d,245.64,False
797,2025-12-20,jose,d,3655.99,True
798,2025-06-17,luis,c,263.72,True
799,2025-04-26,carlos,c,74.04,True
800,2025-06-11,sofia,b,3661.0,True
801,2025-01-05,ana,d,4746.93,False
802,2025-04-21,carlos,b,3794.69,True
803,2025-07-08,carlos,d,2384.62,True
804,2025-12-02,marta,a,2455.92,False
805,2025-09-27,luis,a,2208.88,True
806,2025-10-13,ana,d,1656.99,True
807,2025-07-18,ana,b,2632.49,True
808,2025-02-10,carlos,b,2184.2,True
809,2025-05-23,ana,d,3010.93,True
810,2025-12-30,jose,a,4495.69,True
811,2025-01-17,luis,c,4975.3,False
812,2025-11-17,diego,b,439.78,False
813,2025-09-07,diego,a,1954.18,True
814,2025-04-14,carlos,d,944.5,True
815,2025-10-11,jose,a,1793.0,True
816,2025-11-02,ana,a,1472.99,True
817,2025-01-16,luis,c,913.96,True
818,2025-02-08,marta,d,3832.18,True
819,2025-08-31,luis,a,2506.63,True
820,2025-12-31,marta,c,4600.27,True
821,2025-01-09,marta,c,211.33,True
822,2025-08-31,laura,d,381.54,True
823,2025-02-19,marta,a,2046.2,True
824,2025-08-26,jose,d,447.37,False
825,2025-08-16,laura,c,1350.51,True
826,2025-02-03,jose,d,4930.85,False
827,2025-09-06,ana,b,1084.35,True
828,2025-11-24,jose,d,1030.68,False
829,2025-11-12,sofia,c,2889.52,True
830,2025-01-11,jose,a,2515.09,True
831,2025-03-31,marta,d,2923.17,False
832,2025-03-29,jose,d,1914.84,True
833,2025-06-15,sofia,b,4142.47,True
834,2025-02-22,ana,c,735.97,True
835,2025-11-08,carlos,b,2170.54,True
836,2025-10-11,luis,c,3464.32,True
837,2025-10-23,jose,d,4347.77,True
838,2025-03-14,marta,d,1879.38,False
839,2025-01-06,luis,a,2860.34,True
840,2025-11-29,sofia,d,392.24,True
841,2025-04-16,carlos,b,893.08,True
842,2025-08-28,ana,c,392.23,False
843,2025-11-28,laura,d,3653.01,True
844,2025-01-14,laura,b,1475.9,True
845,2025-01-02,diego,b,3632.54,True
846,2025-01-02,sofia,b,378.67,True
847,2025-02-27,carlos,d,4319.61,True
848,2025-01-19,sofia,b,4185.87,True
849,2025-10-27,sofia,b,490.2,True
850,2025-08-10,luis,b,167.59,True
851,2025-12-24,ana,a,328.63,True
852,2025-10-20,marta,b,4275.47,True
853,2025-12-18,carlos,a,1211.78,True
854,2025-03-29,luis,a,2763.95,True
855,2025-04-16,ana,c,2159.91,True
856,2025-11-07,laura,a,3987.85,True
857,2025-03-31,marta,c,2470.05,True
858,2025-01-21,sofia,d,2528.27,True
859,2025-09-02,sofia,c,4946.01,True
860,2025-10-20,diego,b,793.14,True
861,2025-12-20,diego,a,4161.98,True
862,2025-12-05,marta,d,306.16,True
863,2025-02-13,laura,d,2414.36,True
864,2025-10-09,marta,c,4437.36,True
865,2025-11-05,laura,a,3342.81,True
866,2025-09-12,carlos,a,3441.81,True
867,2025-10-27,ana,b,1353.42,True
868,2025-11-02,laura,a,2121.95,True
869,2025-06-12,ana,d,1864.58,True
870,2025-01-15,laura,a,2631.14,True
871,2025-06-16,ana,b,2338.03,False
872,2025-03-15,luis,d,1668.15,True
873,2025-02-11,sofia,d,1562.13,False
874,2025-02-15,jose,a,1291.72,True
875,2025-09-12,carlos,b,1856.98,True
876,2025-07-04,ana,c,792.21,True
877,2025-07-17,luis,c,4366.92,True
878,2025-09-29,jose,d,3030.49,False
879,2025-07-20,diego,d,712.24,True
880,2025-08-18,ana,d,3484.6,False
881,2025-02-01,carlos,a,4245.95,True
882,2025-11-07,marta,a,1225.8,False
883,2025-06-13,luis,c,795.47,False
884,2025-02-26,laura,a,92.66,True
885,2025-10-24,sofia,b,283.89,True
886,2025-09-26,luis,a,3823.14,True
887,2025-01-20,diego,d,4936.57,True
888,2025-03-12,carlos,a,272.16,False
889,2025-01-06,ana,a,3752.95,True
890,2025-04-09,carlos,a,405.72,True
891,2025-02-06,luis,a,2981.06,True
892,2025-09-17,luis,c,3792.57,True
893,2025-07-10,jose,b,1828.06,False
894,2025-12-24,diego,d,104.13,True
895,2025-10-01,luis,b,2996.19,True
896,2025-08-12,laura,c,4956.66,False
897,2025-07-05,sofia,c,1325.21,True
898,2025-01-20,laura,c,987.98,True
899,2025-01-26,diego,d,663.43,True
900,2025-08-13,marta,a,2798.52,True
901,2025-01-02,sofia,c,3002.4,True
902,2025-01-16,sofia,d,3971.74,False
903,2025-03-21,diego,d,3777.71,True
904,2025-11-19,luis,c,4468.08,False
905,2025-06-17,marta,c,4038.57,False
906,2025-09-16,luis,d,1273.97,False
907,2025-05-31,marta,c,2801.59,True
908,2025-03-05,luis,d,1522.19,True
909,2025-05-16,ana,a,1682.44,True
910,2025-02-03,jose,b,4663.12,True
911,2025-10-09,ana,a,3425.38,True
912,2025-03-08,jose,a,4874.22,True
913,2025-05-18,ana,b,2113.72,True
914,2025-12-24,laura,a,2710.32,True
915,2025-08-05,marta,b,2461.22,True
916,2025-06-17,sofia,b,581.07,True
917,2025-07-18,marta,c,1221.67,True
918,2025-10-14,carlos,d,2661.8,True
919,2025-04-03,carlos,d,383.5,True
920,2025-08-21,sofia,b,4660.74,False
921,2025-11-15,carlos,b,663.03,False
922,2025-07-28,sofia,d,1030.0,True
923,2025-06-12,laura,a,3838.34,True
924,2025-02-22,carlos,c,529.83,True
925,2025-04-01,marta,b,4506.38,True
926,2025-12-12,luis,a,3642.22,True
927,2025-07-17,marta,c,389.67,True
928,2025-04-20,luis,b,3474.64,False
929,2025-06-02,luis,a,3176.56,False
930,2025-07-30,jose,c,3798.88,False
931,2025-07-16,ana,a,4149.58,True
932,2025-09-13,carlos,c,3605.84,True
933,2025-04-04,laura,a,2951.57,False
934,2025-08-25,jose,b,1646.19,True
935,2025-06-11,luis,d,3501.5,True
936,2025-12-10,luis,a,4787.01,True
937,2025-02-27,marta,d,2958.23,True
938,2025-02-24,sofia,c,3338.51,True
939,2025-06-18,jose,d,2213.78,True
940,2025-07-05,luis,a,3792.8,True
941,2025-09-10,luis,c,4988.45,True
942,2025-05-28,marta,d,843.93,True
943,2025-11-30,laura,d,1051.91,True
944,2025-06-23,ana,a,2720.22,True
945,2025-02-17,carlos,d,2432.81,False
946,2025-02-13,ana,a,2879.27,True
947,2025-12-22,luis,c,292.92,True
948,2025-02-18,jose,b,2051.17,True
949,2025-12-12,ana,c,2935.74,True
950,2025-04-12,marta,c,2946.7,False
951,2025-02-04,jose,a,3303.8,True
952,2025-04-22,sofia,c,3615.07,True
953,2025-08-13,ana,d,3225.66,True
954,2025-06-06,carlos,b,3961.7,True
955,2025-10-14,jose,b,3142.57,False
956,2025-08-12,carlos,d,2710.66,True
957,2025-05-27,sofia,a,3050.67,False
958,2025-08-20,sofia,b,550.91,False
959,2025-12-21,diego,c,1402.12,True
960,2025-05-31,luis,b,2660.63,True
961,2025-02-26,laura,d,4371.29,True
962,2025-05-30,jose,b,3411.31,True
963,2025-11-03,luis,d,497.52,True
964,2025-03-21,laura,a,2981.76,True
965,2025-12-13,laura,c,1147.6,True
966,2025-08-03,diego,c,3683.38,True
967,2025-08-08,marta,a,4145.83,True
968,2025-04-26,carlos,a,2987.61,True
969,2025-12-02,laura,c,2977.24,True
970,2025-01-14,luis,c,1726.03,False
971,2025-04-20,laura,c,2258.94,True
972,2025-06-02,jose,a,4327.34,True
973,2025-06-24,diego,c,3630.44,True
974,2025-06-23,marta,d,2622.78,True
975,2025-02-23,sofia,a,1872.75,True
976,2025-03-24,ana,b,299.38,True
977,2025-02-04,jose,b,757.89,False
978,2025-07-28,marta,d,1005.47,False
979,2025-05-09,ana,b,1898.25,False
980,2025-07-26,laura,b,4723.51,True
981,2025-08-04,diego,c,2550.51,True
982,2025-09-14,sofia,a,1212.46,True
983,2025-07-19,ana,d,573.46,False
984,2025-08-25,laura,d,1724.61,True
985,2025-08-03,diego,c,4087.87,True
986,2025-08-27,laura,c,1947.55,True
987,2025-08-14,laura,c,3873.9,True
988,2025-04-26,luis,d,4023.39,True
989,2025-03-31,luis,d,598.56,True
990,2025-10-15,jose,b,3062.87,True
991,2025-05-06,sofia,b,4797.53,True
992,2025-07-20,carlos,c,2040.58,True
993,2025-03-13,marta,a,302.17,False
994,2025-06-07,diego,d,4620.35,True
995,2025-07-13,laura,d,4424.15,True
996,2025-08-17,ana,c,2634.6,False
997,2025-07-12,sofia,b,2783.65,True
998,2025-05-12,jose,b,1098.12,True
999,2025-12-18,marta,b,4106.28,True
1000,2025-07-07,marta,c,2518.07,False
