id,servicio,costo,codigo,fecha,ciudad,sucursal,canal,metodo_pago,cantidad
2864.0,mercado general,224823.0,mg390,2026-02-08,cali,occidente,app,tarjeta,7.0
4315.0,frutas verduras,54011.0,fv029,2026-01-24,bucaramanga,sur,app,billetera digital,2.0
1683.0,aseo hogar,73805.0,ah346,2026-01-15,medellin,norte,app,efectivo,9.0
1065.0,mercado general,245507.0,mg059,2026-01-29,bogota,norte,domicilio,efectivo,29.0
3958.0,frutas verduras,53694.0,fv234,2026-01-17,barranquilla,sur,caja,transferencia,7.0
4902.0,aseo hogar,52296.0,ah018,2026-01-17,barranquilla,occidente,caja,efectivo,19.0
4436.0,mercado general,238484.0,mg080,2026-02-08,barranquilla,norte,,tarjeta,17.0
3455.0,aseo hogar,133690.0,ah397,2026-02-16,barranquilla,norte,domicilio,efectivo,17.0
3361.0,frutas verduras,51543.0,fv064,2026-01-21,barranquilla,sur,web,transferencia,28.0
3062.0,frutas verduras,20797.0,fv222,2026-02-09,barranquilla,centro,app,tarjeta,12.0
1163.0,frutas verduras,46345.0,fv050,2026-01-01,medellin,occidente,caja,billetera digital,16.0
1474.0,aseo hogar,66759.0,ah169,2026-02-17,medellin,norte,,billetera digital,3.0
4809.0,frutas verduras,45976.0,fv011,2026-03-02,bucaramanga,norte,app,billetera digital,9.0
4268.0,frutas verduras,13063.0,fv137,2026-01-05,medellin,occidente,caja,tarjeta,5.0
704.0,frutas verduras,64802.0,fv350,2026-03-01,bogota,occidente,caja,tarjeta,29.0
1990.0,mercado general,86900.0,mg288,2026-01-10,barranquilla,occidente,,efectivo,3.0
4724.0,frutas verduras,47149.0,fv248,2026-02-16,barranquilla,norte,caja,tarjeta,29.0
2940.0,mercado general,133461.0,mg078,2026-01-08,cali,sur,app,efectivo,19.0
1386.0,aseo hogar,81759.0,ah274,2026-01-27,barranquilla,norte,web,tarjeta,12.0
1161.0,aseo hogar,77985.0,ah001,2026-01-01,bucaramanga,centro,domicilio,efectivo,26.0
3519.0,mercado general,126121.0,mg011,2026-01-19,bucaramanga,norte,web,tarjeta,11.0
4730.0,frutas verduras,81740.0,fv217,2026-01-17,bogota,occidente,web,transferencia,27.0
3622.0,aseo hogar,123057.0,ah093,2026-01-22,barranquilla,centro,caja,tarjeta,13.0
1687.0,frutas verduras,83855.0,fv061,2026-01-16,bogota,sur,,transferencia,5.0
2727.0,mercado general,202992.0,mg215,2026-02-02,bogota,centro,domicilio,,8.0
4588.0,aseo hogar,34247.0,ah327,2026-01-17,medellin,occidente,caja,,23.0
4041.0,aseo hogar,71299.0,ah214,2026-02-28,barranquilla,norte,,tarjeta,5.0
1986.0,frutas verduras,73581.0,fv047,2026-01-18,barranquilla,occidente,app,efectivo,27.0
3416.0,frutas verduras,22061.0,fv030,2026-01-01,bucaramanga,norte,web,tarjeta,11.0
2063.0,mercado general,168796.0,mg331,2026-01-09,barranquilla,occidente,,billetera digital,5.0
2884.0,frutas verduras,70814.0,fv288,2026-01-31,cali,centro,web,,27.0
3066.0,aseo hogar,115642.0,ah324,2026-01-08,bogota,norte,,billetera digital,25.0
3193.0,mercado general,128815.0,mg286,2026-01-01,bogota,occidente,web,billetera digital,11.0
3269.0,frutas verduras,28675.0,fv306,2026-01-11,bogota,norte,caja,,17.0
2151.0,mercado general,191678.0,mg054,2026-01-01,cali,sur,web,billetera digital,28.0
4866.0,mercado general,82869.0,mg227,2026-01-17,bucaramanga,occidente,app,,22.0
1351.0,mercado general,166962.0,mg106,2026-02-15,cali,norte,app,,4.0
4297.0,aseo hogar,99509.0,ah129,2026-01-20,bogota,centro,,efectivo,11.0
1639.0,frutas verduras,88207.0,fv025,2026-01-03,medellin,centro,caja,transferencia,30.0
3228.0,frutas verduras,13559.0,fv384,2026-02-06,bucaramanga,sur,app,transferencia,8.0
4655.0,mercado general,124430.0,mg360,2026-01-01,bogota,norte,web,transferencia,6.0
1829.0,aseo hogar,114092.0,ah177,2026-01-28,medellin,occidente,app,transferencia,24.0
499.0,mercado general,157536.0,mg171,2026-01-01,cali,norte,app,efectivo,12.0
478.0,aseo hogar,20492.0,ah328,2026-01-01,barranquilla,occidente,app,billetera digital,9.0
942.0,mercado general,191504.0,mg251,2026-01-01,barranquilla,norte,app,billetera digital,7.0
715.0,mercado general,244209.0,mg141,2026-03-03,bucaramanga,sur,domicilio,,8.0
3111.0,aseo hogar,78556.0,ah328,2026-01-22,bucaramanga,occidente,domicilio,efectivo,25.0
4038.0,aseo hogar,97589.0,ah335,2026-02-13,cali,occidente,,billetera digital,25.0
2755.0,mercado general,149125.0,mg181,2026-02-18,medellin,norte,app,efectivo,4.0
1835.0,mercado general,113905.0,mg176,2026-02-01,bogota,centro,domicilio,efectivo,1.0
2099.0,frutas verduras,89529.0,fv234,2026-02-06,bucaramanga,centro,caja,billetera digital,13.0
4280.0,frutas verduras,42756.0,fv105,2026-01-01,bucaramanga,centro,web,efectivo,22.0
4254.0,frutas verduras,17432.0,fv397,2026-02-20,bogota,occidente,web,billetera digital,25.0
691.0,frutas verduras,65511.0,fv235,2026-01-10,barranquilla,sur,domicilio,tarjeta,5.0
4790.0,frutas verduras,65804.0,fv002,2026-01-09,barranquilla,norte,caja,billetera digital,9.0
1589.0,mercado general,203613.0,mg271,2026-02-04,bucaramanga,centro,,billetera digital,27.0
1034.0,mercado general,233539.0,mg118,2026-01-15,bogota,centro,,transferencia,29.0
1695.0,aseo hogar,134360.0,ah375,2026-02-27,barranquilla,occidente,,billetera digital,2.0
4572.0,aseo hogar,90821.0,ah216,2026-02-04,medellin,norte,caja,tarjeta,5.0
4951.0,mercado general,177431.0,mg025,2026-02-01,barranquilla,centro,app,tarjeta,10.0
1560.0,mercado general,121392.0,mg040,2026-02-04,barranquilla,centro,app,billetera digital,17.0
1836.0,mercado general,133977.0,mg089,2026-01-14,barranquilla,centro,caja,,3.0
244.0,frutas verduras,59862.0,fv398,2026-01-02,barranquilla,norte,web,,26.0
4899.0,mercado general,173165.0,mg348,2026-01-12,cali,occidente,web,tarjeta,11.0
2642.0,aseo hogar,123135.0,ah150,2026-01-01,bogota,norte,web,tarjeta,28.0
642.0,mercado general,236710.0,mg072,2026-01-11,bogota,centro,domicilio,transferencia,2.0
4709.0,aseo hogar,48076.0,ah178,2026-01-21,bogota,norte,domicilio,,4.0
1568.0,mercado general,242561.0,mg144,2026-02-21,bucaramanga,centro,caja,tarjeta,27.0
4614.0,frutas verduras,44904.0,fv231,2026-02-19,medellin,centro,web,,5.0
2503.0,mercado general,99981.0,mg067,2026-01-13,bogota,sur,web,,24.0
4883.0,aseo hogar,78348.0,ah010,2026-02-16,bogota,sur,domicilio,transferencia,7.0
1550.0,frutas verduras,11576.0,fv341,2026-02-03,bogota,sur,caja,efectivo,20.0
3892.0,frutas verduras,53592.0,fv311,2026-02-17,cali,centro,caja,efectivo,12.0
4085.0,frutas verduras,52872.0,fv361,2026-02-24,bogota,norte,web,transferencia,22.0
1965.0,mercado general,190346.0,mg216,2026-02-10,barranquilla,occidente,,tarjeta,7.0
2861.0,aseo hogar,43591.0,ah338,2026-01-15,medellin,sur,app,tarjeta,29.0
1397.0,mercado general,138686.0,mg208,2026-01-01,cali,sur,app,billetera digital,23.0
4906.0,mercado general,197151.0,mg176,2026-01-05,bucaramanga,occidente,caja,transferencia,15.0
1709.0,mercado general,91953.0,mg156,2026-02-09,bogota,sur,domicilio,billetera digital,8.0
469.0,aseo hogar,135491.0,ah054,2026-03-01,bogota,norte,,billetera digital,28.0
1869.0,mercado general,229607.0,mg369,2026-01-22,bucaramanga,centro,app,billetera digital,6.0
4494.0,aseo hogar,119340.0,ah171,2026-02-05,bucaramanga,centro,app,billetera digital,16.0
3273.0,frutas verduras,34059.0,fv169,2026-03-02,medellin,occidente,,efectivo,2.0
3627.0,mercado general,248726.0,mg398,2026-01-01,bogota,occidente,domicilio,efectivo,1.0
1737.0,mercado general,112992.0,mg073,2026-01-18,barranquilla,centro,web,transferencia,8.0
1520.0,aseo hogar,85364.0,ah084,2026-02-07,cali,sur,web,billetera digital,23.0
3407.0,frutas verduras,19210.0,fv177,2026-01-01,medellin,occidente,domicilio,efectivo,13.0
612.0,mercado general,146851.0,mg121,2026-02-19,bogota,centro,app,,25.0
3185.0,aseo hogar,23709.0,ah255,2026-02-17,barranquilla,sur,web,billetera digital,20.0
388.0,aseo hogar,110276.0,ah336,2026-01-23,bucaramanga,occidente,caja,efectivo,20.0
2264.0,mercado general,157848.0,mg220,2026-02-08,barranquilla,norte,caja,tarjeta,8.0
1394.0,aseo hogar,33017.0,ah093,2026-03-02,bogota,norte,web,billetera digital,12.0
3843.0,aseo hogar,50945.0,ah030,2026-01-24,bucaramanga,centro,,billetera digital,12.0
872.0,mercado general,203042.0,mg315,2026-02-05,bogota,sur,app,billetera digital,28.0
4791.0,frutas verduras,33270.0,fv058,2026-01-01,cali,centro,app,efectivo,20.0
4372.0,aseo hogar,93924.0,ah399,2026-01-17,bucaramanga,occidente,,billetera digital,21.0
2059.0,frutas verduras,59873.0,fv110,2026-03-02,medellin,centro,,efectivo,21.0
178.0,mercado general,175624.0,mg108,2026-01-15,bogota,centro,web,transferencia,16.0
4127.0,mercado general,168217.0,mg377,2026-02-27,cali,norte,caja,billetera digital,17.0
465.0,frutas verduras,50919.0,fv069,2026-01-01,bucaramanga,sur,domicilio,tarjeta,14.0
4383.0,mercado general,242694.0,mg114,2026-02-27,bucaramanga,centro,app,billetera digital,28.0
738.0,aseo hogar,135981.0,ah054,2026-01-01,bucaramanga,centro,app,billetera digital,22.0
1433.0,mercado general,161878.0,mg384,2026-03-02,cali,occidente,,efectivo,22.0
1061.0,frutas verduras,82161.0,fv336,2026-01-01,bucaramanga,occidente,caja,transferencia,27.0
1841.0,mercado general,172519.0,mg225,2026-01-02,bucaramanga,sur,domicilio,,17.0
2034.0,mercado general,103298.0,mg012,2026-02-21,bucaramanga,occidente,app,tarjeta,6.0
2054.0,frutas verduras,37686.0,fv352,2026-01-06,barranquilla,sur,app,billetera digital,17.0
4430.0,aseo hogar,40130.0,ah244,2026-01-01,barranquilla,occidente,app,efectivo,7.0
2560.0,mercado general,199476.0,mg236,2026-01-01,barranquilla,centro,app,transferencia,20.0
682.0,mercado general,111380.0,mg153,2026-01-01,barranquilla,centro,web,billetera digital,19.0
4104.0,mercado general,242916.0,mg373,2026-01-01,cali,sur,web,tarjeta,10.0
1678.0,frutas verduras,80410.0,fv102,2026-01-01,bucaramanga,occidente,caja,transferencia,18.0
3692.0,frutas verduras,60023.0,fv319,2026-02-26,medellin,sur,domicilio,billetera digital,13.0
2559.0,aseo hogar,126715.0,ah108,2026-02-03,bucaramanga,norte,web,,11.0
2032.0,aseo hogar,105181.0,ah132,2026-02-03,barranquilla,centro,web,billetera digital,26.0
1219.0,frutas verduras,43362.0,fv060,2026-02-24,cali,occidente,,tarjeta,13.0
2515.0,frutas verduras,32875.0,fv137,2026-01-01,barranquilla,centro,domicilio,billetera digital,4.0
4117.0,frutas verduras,20681.0,fv080,2026-01-21,bucaramanga,norte,domicilio,transferencia,29.0
1674.0,mercado general,248089.0,mg364,2026-02-15,cali,centro,app,billetera digital,6.0
2962.0,frutas verduras,19673.0,fv156,2026-01-01,bogota,sur,web,billetera digital,1.0
3437.0,aseo hogar,27993.0,ah140,2026-01-29,bucaramanga,sur,domicilio,billetera digital,7.0
401.0,frutas verduras,29087.0,fv184,2026-01-28,bogota,occidente,caja,transferencia,23.0
4800.0,mercado general,232526.0,mg127,2026-01-17,bogota,sur,domicilio,transferencia,16.0
752.0,mercado general,121664.0,mg328,2026-01-27,cali,centro,,billetera digital,22.0
976.0,frutas verduras,63815.0,fv156,2026-02-20,bogota,norte,app,tarjeta,14.0
3038.0,aseo hogar,114104.0,ah024,2026-01-11,bogota,centro,web,transferencia,10.0
2561.0,aseo hogar,94820.0,ah231,2026-01-01,barranquilla,sur,domicilio,transferencia,15.0
531.0,aseo hogar,96738.0,ah207,2026-01-20,bucaramanga,norte,app,tarjeta,9.0
3856.0,mercado general,146134.0,mg355,2026-03-01,cali,sur,caja,,28.0
1679.0,frutas verduras,50906.0,fv116,2026-01-26,bucaramanga,sur,web,transferencia,5.0
4806.0,aseo hogar,42134.0,ah370,2026-02-16,barranquilla,sur,web,tarjeta,11.0
2987.0,mercado general,100910.0,mg047,2026-01-01,bogota,norte,app,efectivo,18.0
3371.0,frutas verduras,67537.0,fv132,2026-01-01,bucaramanga,norte,domicilio,billetera digital,8.0
4691.0,aseo hogar,62894.0,ah069,2026-01-24,cali,occidente,app,transferencia,13.0
3230.0,aseo hogar,64508.0,ah293,2026-02-11,barranquilla,sur,,efectivo,23.0
3961.0,aseo hogar,96727.0,ah007,2026-01-01,bogota,centro,caja,efectivo,19.0
4538.0,mercado general,166486.0,mg190,2026-02-13,barranquilla,norte,app,tarjeta,23.0
1686.0,frutas verduras,38029.0,fv159,2026-01-27,cali,sur,app,,25.0
699.0,mercado general,236565.0,mg225,2026-02-11,bucaramanga,norte,caja,,12.0
103.0,aseo hogar,130027.0,ah220,2026-02-15,bucaramanga,occidente,app,billetera digital,14.0
3825.0,aseo hogar,63252.0,ah319,2026-01-01,bucaramanga,norte,caja,transferencia,13.0
449.0,aseo hogar,76469.0,ah281,2026-02-01,bucaramanga,occidente,app,,10.0
3513.0,aseo hogar,95974.0,ah255,2026-01-03,bucaramanga,centro,app,efectivo,12.0
1822.0,frutas verduras,68720.0,fv394,2026-02-17,medellin,centro,caja,transferencia,16.0
1070.0,frutas verduras,21018.0,fv220,2026-01-06,medellin,centro,app,tarjeta,11.0
4380.0,mercado general,112114.0,mg239,2026-01-01,barranquilla,occidente,app,tarjeta,23.0
3078.0,frutas verduras,11187.0,fv276,2026-01-01,bucaramanga,norte,caja,efectivo,15.0
2113.0,aseo hogar,22051.0,ah179,2026-01-20,bogota,sur,caja,tarjeta,15.0
82.0,aseo hogar,45078.0,ah324,2026-02-14,bucaramanga,occidente,app,,4.0
474.0,aseo hogar,107011.0,ah078,2026-02-06,cali,sur,domicilio,tarjeta,3.0
3746.0,aseo hogar,29241.0,ah276,2026-02-19,bucaramanga,occidente,domicilio,,5.0
4322.0,mercado general,127985.0,mg090,2026-01-17,bogota,centro,app,tarjeta,14.0
3789.0,mercado general,165749.0,mg114,2026-02-09,medellin,norte,app,,2.0
2928.0,mercado general,148552.0,mg108,2026-01-26,bucaramanga,centro,domicilio,,8.0
2896.0,mercado general,213552.0,mg043,2026-01-01,bucaramanga,centro,caja,efectivo,30.0
3755.0,mercado general,204334.0,mg040,2026-01-11,barranquilla,centro,domicilio,tarjeta,4.0
2375.0,mercado general,173803.0,mg052,2026-01-13,barranquilla,norte,app,transferencia,12.0
2468.0,frutas verduras,39720.0,fv063,2026-01-14,medellin,centro,web,billetera digital,30.0
2147.0,frutas verduras,25667.0,fv061,2026-02-19,cali,norte,web,,25.0
529.0,mercado general,186231.0,mg227,2026-02-13,medellin,centro,domicilio,billetera digital,8.0
1037.0,aseo hogar,118339.0,ah390,2026-03-01,barranquilla,sur,app,billetera digital,24.0
619.0,aseo hogar,23527.0,ah071,2026-01-01,bucaramanga,centro,caja,billetera digital,19.0
1078.0,aseo hogar,41157.0,ah335,2026-01-01,medellin,sur,app,billetera digital,11.0
4027.0,frutas verduras,44474.0,fv278,2026-01-25,medellin,sur,domicilio,transferencia,3.0
325.0,frutas verduras,56643.0,fv073,2026-01-20,bogota,occidente,,tarjeta,7.0
4242.0,aseo hogar,137580.0,ah332,2026-01-01,barranquilla,norte,caja,efectivo,20.0
2623.0,mercado general,219187.0,mg288,2026-01-01,barranquilla,occidente,web,tarjeta,8.0
1358.0,mercado general,152557.0,mg142,2026-01-15,cali,sur,domicilio,billetera digital,23.0
1986.0,frutas verduras,16164.0,fv058,2026-01-01,barranquilla,sur,domicilio,efectivo,9.0
265.0,frutas verduras,29625.0,fv021,2026-01-20,cali,norte,caja,billetera digital,3.0
4584.0,frutas verduras,47250.0,fv323,2026-01-02,cali,centro,,tarjeta,4.0
4226.0,aseo hogar,60049.0,ah175,2026-01-20,cali,norte,web,,28.0
2334.0,frutas verduras,11131.0,fv373,2026-02-28,bogota,sur,web,,14.0
2916.0,mercado general,114079.0,mg175,2026-02-21,bucaramanga,norte,caja,,24.0
2466.0,frutas verduras,31229.0,fv044,2026-01-06,barranquilla,occidente,caja,billetera digital,22.0
1700.0,frutas verduras,42959.0,fv079,2026-02-25,bucaramanga,norte,web,tarjeta,3.0
4877.0,frutas verduras,30822.0,fv292,2026-02-16,medellin,sur,web,,2.0
3655.0,aseo hogar,73256.0,ah149,2026-01-21,cali,centro,domicilio,,16.0
3038.0,aseo hogar,75829.0,ah229,2026-02-12,barranquilla,centro,,billetera digital,21.0
2757.0,aseo hogar,40050.0,ah319,2026-02-26,barranquilla,occidente,web,,14.0
1203.0,frutas verduras,45472.0,fv102,2026-01-05,medellin,occidente,domicilio,billetera digital,1.0
110.0,frutas verduras,75542.0,fv355,2026-01-08,bogota,norte,web,tarjeta,8.0
2216.0,mercado general,91113.0,mg247,2026-01-12,bucaramanga,occidente,,efectivo,16.0
2737.0,aseo hogar,37380.0,ah353,2026-01-01,bucaramanga,occidente,web,efectivo,16.0
292.0,frutas verduras,39540.0,fv272,2026-01-01,cali,centro,web,billetera digital,7.0
2166.0,frutas verduras,42007.0,fv196,2026-01-30,medellin,sur,web,billetera digital,7.0
4674.0,frutas verduras,58456.0,fv329,2026-03-02,barranquilla,occidente,caja,transferencia,3.0
3272.0,frutas verduras,35598.0,fv169,2026-02-20,medellin,sur,domicilio,billetera digital,15.0
905.0,aseo hogar,118466.0,ah222,2026-02-05,medellin,sur,domicilio,efectivo,16.0
1499.0,aseo hogar,133074.0,ah212,2026-02-02,cali,norte,web,tarjeta,22.0
3065.0,frutas verduras,55336.0,fv098,2026-01-01,medellin,occidente,domicilio,transferencia,7.0
732.0,aseo hogar,86776.0,ah397,2026-02-22,barranquilla,norte,,efectivo,2.0
3722.0,frutas verduras,43287.0,fv176,2026-02-28,barranquilla,centro,web,,29.0
3476.0,frutas verduras,78108.0,fv189,2026-02-26,bogota,norte,domicilio,efectivo,20.0
3760.0,aseo hogar,66794.0,ah062,2026-02-27,bogota,occidente,,billetera digital,28.0
4298.0,aseo hogar,22306.0,ah331,2026-01-17,bogota,norte,web,efectivo,23.0
573.0,mercado general,84205.0,mg048,2026-01-21,medellin,norte,domicilio,tarjeta,3.0
2310.0,aseo hogar,101543.0,ah238,2026-02-09,bucaramanga,norte,app,billetera digital,2.0
1801.0,frutas verduras,26603.0,fv162,2026-02-25,bucaramanga,sur,domicilio,tarjeta,27.0
3473.0,frutas verduras,61642.0,fv103,2026-02-08,bogota,centro,web,transferencia,3.0
1906.0,frutas verduras,54249.0,fv382,2026-01-18,barranquilla,occidente,caja,billetera digital,26.0
2408.0,frutas verduras,67583.0,fv120,2026-02-04,bogota,norte,domicilio,billetera digital,8.0
3872.0,frutas verduras,21106.0,fv053,2026-01-04,barranquilla,centro,app,,13.0
3190.0,aseo hogar,95847.0,ah064,2026-01-29,bucaramanga,occidente,web,,17.0
4640.0,frutas verduras,77829.0,fv310,2026-02-21,bucaramanga,norte,domicilio,transferencia,8.0
2126.0,mercado general,123131.0,mg256,2026-01-01,bucaramanga,centro,domicilio,billetera digital,6.0
2865.0,mercado general,179749.0,mg087,2026-01-15,medellin,sur,,tarjeta,7.0
4794.0,aseo hogar,107030.0,ah205,2026-01-18,bucaramanga,sur,domicilio,efectivo,27.0
841.0,frutas verduras,89594.0,fv220,2026-01-27,cali,centro,app,efectivo,27.0
2382.0,frutas verduras,87191.0,fv168,2026-02-24,medellin,sur,app,,25.0
1570.0,mercado general,190920.0,mg386,2026-01-01,bogota,occidente,caja,billetera digital,15.0
381.0,frutas verduras,35005.0,fv014,2026-01-05,cali,occidente,app,transferencia,6.0
2193.0,mercado general,160727.0,mg305,2026-03-03,bucaramanga,occidente,web,transferencia,11.0
4509.0,aseo hogar,89184.0,ah266,2026-01-17,cali,occidente,app,,30.0
4769.0,mercado general,176554.0,mg122,2026-01-08,cali,centro,caja,,17.0
2020.0,mercado general,233612.0,mg288,2026-01-22,barranquilla,norte,domicilio,tarjeta,6.0
2782.0,frutas verduras,18772.0,fv121,2026-01-26,cali,centro,app,tarjeta,5.0
862.0,aseo hogar,126031.0,ah133,2026-01-28,bucaramanga,sur,web,tarjeta,27.0
3926.0,mercado general,197885.0,mg164,2026-01-01,bogota,occidente,domicilio,tarjeta,2.0
3997.0,aseo hogar,34248.0,ah336,2026-01-05,medellin,sur,web,,21.0
4359.0,aseo hogar,55969.0,ah013,2026-01-24,bogota,occidente,app,billetera digital,2.0
4687.0,frutas verduras,53547.0,fv056,2026-01-08,bucaramanga,sur,caja,,22.0
4989.0,mercado general,125742.0,mg141,2026-01-31,medellin,centro,web,efectivo,22.0
1326.0,mercado general,207605.0,mg114,2026-01-21,medellin,sur,web,transferencia,22.0
4490.0,frutas verduras,66536.0,fv289,2026-01-10,barranquilla,sur,app,efectivo,3.0
2510.0,aseo hogar,118560.0,ah274,2026-01-05,cali,occidente,caja,,20.0
2766.0,mercado general,188288.0,mg379,2026-02-16,cali,sur,web,tarjeta,11.0
936.0,mercado general,246457.0,mg282,2026-02-19,cali,sur,web,tarjeta,7.0
864.0,aseo hogar,82233.0,ah092,2026-02-01,barranquilla,norte,web,transferencia,11.0
4785.0,mercado general,152103.0,mg366,2026-01-02,bucaramanga,centro,domicilio,,18.0
676.0,mercado general,136914.0,mg117,2026-01-06,cali,centro,,tarjeta,28.0
925.0,frutas verduras,45727.0,fv159,2026-01-11,medellin,norte,,efectivo,6.0
4053.0,frutas verduras,77919.0,fv296,2026-01-08,bucaramanga,occidente,web,tarjeta,18.0
1619.0,aseo hogar,131718.0,ah115,2026-01-21,medellin,occidente,caja,billetera digital,25.0
1050.0,mercado general,226356.0,mg057,2026-02-03,bucaramanga,sur,domicilio,tarjeta,3.0
3601.0,frutas verduras,44901.0,fv287,2026-01-04,barranquilla,sur,caja,tarjeta,20.0
2524.0,aseo hogar,65850.0,ah070,2026-01-23,cali,centro,web,tarjeta,15.0
1189.0,aseo hogar,105479.0,ah341,2026-01-07,bucaramanga,occidente,app,,5.0
1037.0,frutas verduras,68030.0,fv195,2026-01-01,cali,norte,caja,transferencia,20.0
2913.0,mercado general,207361.0,mg239,2026-02-03,bucaramanga,occidente,caja,,27.0
4883.0,frutas verduras,78097.0,fv173,2026-02-17,bogota,occidente,domicilio,tarjeta,21.0
2019.0,mercado general,214440.0,mg040,2026-01-04,bogota,occidente,web,billetera digital,26.0
708.0,aseo hogar,80061.0,ah218,2026-02-25,bucaramanga,sur,caja,,20.0
2472.0,frutas verduras,36449.0,fv337,2026-01-16,barranquilla,norte,,efectivo,27.0
3080.0,mercado general,211975.0,mg046,2026-02-02,cali,norte,app,transferencia,22.0
4372.0,aseo hogar,131330.0,ah190,2026-03-02,medellin,sur,caja,billetera digital,16.0
293.0,aseo hogar,113485.0,ah274,2026-02-21,bogota,norte,web,,2.0
2510.0,mercado general,151929.0,mg165,2026-01-23,cali,centro,caja,transferencia,2.0
1315.0,mercado general,239235.0,mg261,2026-01-06,bucaramanga,centro,domicilio,tarjeta,7.0
46.0,mercado general,210216.0,mg150,2026-01-27,medellin,occidente,app,transferencia,4.0
4674.0,frutas verduras,22402.0,fv343,2026-01-01,medellin,occidente,domicilio,efectivo,9.0
335.0,mercado general,83248.0,mg076,2026-02-09,bucaramanga,sur,caja,transferencia,10.0
76.0,mercado general,177700.0,mg167,2026-02-20,barranquilla,norte,app,billetera digital,22.0
776.0,aseo hogar,76415.0,ah360,2026-01-01,bucaramanga,sur,domicilio,efectivo,14.0
3078.0,frutas verduras,61234.0,fv148,2026-02-16,cali,sur,web,billetera digital,9.0
4894.0,frutas verduras,75318.0,fv347,2026-02-15,medellin,occidente,,efectivo,10.0
4092.0,frutas verduras,61254.0,fv147,2026-02-01,medellin,centro,domicilio,efectivo,26.0
2082.0,aseo hogar,48174.0,ah045,2026-01-28,bucaramanga,sur,app,transferencia,13.0
478.0,aseo hogar,109227.0,ah001,2026-01-01,bucaramanga,occidente,app,tarjeta,20.0
4614.0,aseo hogar,82016.0,ah163,2026-01-19,medellin,centro,app,billetera digital,10.0
666.0,mercado general,149694.0,mg396,2026-01-15,medellin,occidente,web,efectivo,16.0
40.0,aseo hogar,108756.0,ah238,2026-01-01,bogota,sur,app,billetera digital,6.0
2276.0,mercado general,168988.0,mg397,2026-01-06,cali,sur,caja,tarjeta,15.0
2519.0,frutas verduras,52132.0,fv154,2026-01-27,barranquilla,sur,domicilio,billetera digital,29.0
2089.0,aseo hogar,133599.0,ah210,2026-02-25,bucaramanga,sur,,tarjeta,19.0
2899.0,aseo hogar,64815.0,ah076,2026-01-06,barranquilla,sur,app,billetera digital,13.0
2077.0,frutas verduras,30304.0,fv190,2026-01-01,bucaramanga,sur,caja,efectivo,25.0
415.0,aseo hogar,39628.0,ah136,2026-01-01,barranquilla,norte,caja,transferencia,28.0
3131.0,mercado general,130877.0,mg217,2026-01-01,medellin,sur,domicilio,billetera digital,9.0
43.0,mercado general,173045.0,mg306,2026-01-13,barranquilla,norte,web,transferencia,11.0
750.0,aseo hogar,101209.0,ah105,2026-01-19,bucaramanga,centro,web,efectivo,21.0
3076.0,aseo hogar,90237.0,ah073,2026-02-08,barranquilla,sur,caja,efectivo,13.0
4088.0,aseo hogar,111060.0,ah171,2026-02-27,bucaramanga,norte,web,tarjeta,7.0
4778.0,frutas verduras,30167.0,fv354,2026-01-01,barranquilla,norte,domicilio,billetera digital,30.0
710.0,aseo hogar,119251.0,ah389,2026-02-14,barranquilla,occidente,app,tarjeta,27.0
2651.0,frutas verduras,10384.0,fv390,2026-02-02,bogota,occidente,,tarjeta,27.0
1475.0,mercado general,199191.0,mg386,2026-02-05,bogota,centro,web,efectivo,22.0
3104.0,aseo hogar,92294.0,ah015,2026-01-01,bogota,sur,web,billetera digital,15.0
1828.0,mercado general,209795.0,mg147,2026-01-14,medellin,norte,web,tarjeta,18.0
3983.0,aseo hogar,134874.0,ah304,2026-01-08,bucaramanga,centro,app,transferencia,27.0
2039.0,aseo hogar,50387.0,ah264,2026-01-29,bogota,centro,domicilio,efectivo,17.0
857.0,frutas verduras,38254.0,fv228,2026-01-01,bucaramanga,occidente,app,efectivo,27.0
4428.0,frutas verduras,49049.0,fv333,2026-01-10,bogota,norte,caja,,13.0
3725.0,frutas verduras,50539.0,fv329,2026-02-28,cali,centro,domicilio,billetera digital,16.0
1925.0,frutas verduras,78415.0,fv065,2026-01-24,cali,centro,caja,billetera digital,4.0
2698.0,aseo hogar,131173.0,ah081,2026-01-19,medellin,occidente,web,,10.0
119.0,frutas verduras,50701.0,fv310,2026-01-01,cali,sur,web,efectivo,26.0
770.0,mercado general,180778.0,mg029,2026-03-03,medellin,centro,web,transferencia,14.0
1974.0,mercado general,222545.0,mg216,2026-01-18,cali,occidente,web,transferencia,3.0
1977.0,aseo hogar,77487.0,ah043,2026-02-04,barranquilla,norte,caja,billetera digital,27.0
394.0,mercado general,157327.0,mg022,2026-02-27,barranquilla,norte,domicilio,efectivo,15.0
3474.0,aseo hogar,110960.0,ah113,2026-01-25,cali,occidente,app,efectivo,10.0
4948.0,aseo hogar,63463.0,ah325,2026-02-07,medellin,norte,web,billetera digital,12.0
3613.0,mercado general,154367.0,mg200,2026-01-01,medellin,occidente,domicilio,tarjeta,3.0
4883.0,mercado general,181463.0,mg012,2026-01-14,barranquilla,centro,app,,1.0
1154.0,aseo hogar,120808.0,ah318,2026-01-09,cali,centro,app,,4.0
2747.0,mercado general,212862.0,mg375,2026-01-01,bogota,norte,web,tarjeta,23.0
